comparison,interpretation,keyword,period_a,period_b,tfidf_a,tfidf_b,delta_b_minus_a,pct_change_b_vs_a,abs_delta,rank_abs_delta
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,플랫폼,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.004285382200925169,0.008149315915759622,0.003863933714834453,90.16543994606293,0.003863933714834453,11.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,감염병,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0003249011467919509,0.0040998439222387035,0.0037749427754467527,1161.8742539754783,0.0037749427754467527,12.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,남북정상회담,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0039500883560642285,0.0003622369970096278,-0.0035878513590546007,-90.8296482418294,0.0035878513590546007,13.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,팬데믹,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,1.6720735299727776e-06,0.0033957763149397753,0.0033941042414098025,202987.73831226554,0.0033941042414098025,14.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,최저임금,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.004259083526535932,0.0009665054468206625,-0.00329257807971527,-77.30719670560778,0.00329257807971527,15.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,뉴딜,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0004523637655703514,0.003709953885156961,0.0032575901195866096,720.126227501745,0.0032575901195866096,16.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,방북,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.003382592212180274,0.0001524958032399551,-0.003230096408940319,-95.49174734421615,0.003230096408940319,17.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,자사고,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00368115041851137,0.0006441436110045046,-0.0030370068075068653,-82.50156777714638,0.0030370068075068653,18.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,혁신,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.012919192467159606,0.010141055823149217,-0.002778136644010389,-21.50394965530834,0.002778136644010389,19.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,주자,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0011268127964877198,0.0038843938715346013,0.0027575810750468813,244.72397576973503,0.0027575810750468813,20.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,소상공인,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.002249523985487339,0.00500223554132938,0.0027527115558420405,122.36862436679867,0.0027527115558420405,21.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,청년,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0119655941687374,0.014710187734488955,0.002744593565751555,22.93737801105085,0.002744593565751555,22.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,김성태,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.002982419476328614,0.0002521273714227094,-0.0027302921049059048,-91.54621362206632,0.0027302921049059048,23.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,월성,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00035814683524793575,0.0029107799243992846,0.002552633089151349,712.7336717590223,0.002552633089151349,24.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,규제,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00987148417965622,0.00735565963419092,-0.0025158245454653004,-25.48577802160764,0.0025158245454653004,25.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,성장,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.011305422820357897,0.008837159572743678,-0.002468263247614219,-21.832560239760067,0.002468263247614219,26.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,폐기,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0036491674458259396,0.0012135737840145147,-0.002435593661811425,-66.74381754110385,0.002435593661811425,27.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,성과,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.010338390318943833,0.007920796516164735,-0.0024175938027790975,-23.384624957999055,0.0024175938027790975,28.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,유행,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0009082980101769569,0.0032912728578023374,0.0023829748476253804,262.3560572549447,0.0023829748476253804,29.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,근로,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.003816373665229366,0.001475589388713974,-0.002340784276515392,-61.33530104355517,0.002340784276515392,30.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,화상,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00045662915057032624,0.002789185821547453,0.0023325566709771267,510.8207980291626,0.0023325566709771267,31.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,비대면,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,9.104673597851954e-05,0.0024074018190648984,0.002316355083086379,2544.1385220364973,0.002316355083086379,32.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,진전,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.003837834915909514,0.0015344427654814304,-0.0023033921504280836,-60.01801017754854,0.0023033921504280836,33.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,감염자,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,8.220274207850139e-05,0.0023653464864512434,0.002283143744372742,2777.4544822268845,0.002283143744372742,34.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,혁신성장,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.002691983811717961,0.0004158215301696477,-0.0022761622815483133,-84.55334209813542,0.0022761622815483133,35.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,예산안,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0036884675421549403,0.001421246764414105,-0.002267220777740835,-61.467825101593284,0.002267220777740835,36.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,관세,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0028509764768654966,0.0006620816815012844,-0.0021888947953642122,-76.77702054458165,0.0021888947953642122,37.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,주호영,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0005282466745497014,0.0026824621032802325,0.0021542154287305312,407.80482538141314,0.0021542154287305312,38.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,중립,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0011325719865459018,0.0032866765830026484,0.0021541045964567464,190.19582172664335,0.0021541045964567464,39.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,기후,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0012410651412963006,0.0033763818266516503,0.0021353166853553497,172.05516570427542,0.0021353166853553497,40.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,김영철,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0022870219336582325,0.0002082271572089232,-0.0020787947764493095,-90.89527065112792,0.0020787947764493095,41.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,블랙리스트,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.002748361805513576,0.0006878107703891563,-0.0020605510351244197,-74.97379096852106,0.0020605510351244197,42.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,고위급,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0027934864535170715,0.0007530412651738746,-0.002040445188343197,-73.04295983874287,0.002040445188343197,43.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,후보가,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00032716172267767944,0.0023549533372939136,0.0020277916146162344,619.8132220418768,0.0020277916146162344,44.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,단일,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0012686609663627392,0.003285408054225054,0.002016747087862315,158.96659086503973,0.002016747087862315,45.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,대선후보,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00018282560504436426,0.0021720179914837684,0.0019891923864394042,1088.0272410184061,0.0019891923864394042,46.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,후보들,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0007815981357068638,0.002753117345205228,0.001971519209498364,252.24205629858062,0.001971519209498364,47.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,원희룡,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0005336042875739462,0.0025049626653536653,0.0019713583777797193,369.4420048127013,0.0019713583777797193,48.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,재택근무,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,8.509909761238757e-05,0.0020456425429935953,0.0019605434453812075,2303.835763701234,0.0019605434453812075,49.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,정권교체,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00035345226485138624,0.002312725552807907,0.0019592732879565207,554.3247229665718,0.0019592732879565207,50.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,보건,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.001935384229786346,0.003884846528233971,0.0019494622984476248,100.72740432853651,0.0019494622984476248,51.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,개선,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.010020555984058077,0.008087963166987532,-0.0019325928170705452,-19.286283317464118,0.0019325928170705452,52.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,공급망,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00026867131074200906,0.002193870790643817,0.001925199479901808,716.5631025452047,0.001925199479901808,53.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,등교,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00016589303998930185,0.002087679636652409,0.0019217865966631071,1158.4492012365556,0.0019217865966631071,54.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,먼지,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0028997121003490525,0.000984631336539668,-0.0019150807638093844,-66.04382426720422,0.0019150807638093844,55.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,기본소득,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00037504966789621833,0.0022850740523619505,0.0019100243844657322,509.27238388976883,0.0019100243844657322,56.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,공직자,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0026256688419206155,0.004495647932152077,0.0018699790902314615,71.21915225469239,0.0018699790902314615,57.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,연금,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.004255359553238115,0.0023995752599604236,-0.0018557842932776917,-43.6105168096908,0.0018557842932776917,58.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,비판,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.009128041034576134,0.010961834144875691,0.001833793110299558,20.089667688316997,0.001833793110299558,59.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,서울시장,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0010454136861425298,0.0028547450954266216,0.0018093314092840918,173.0732468177589,0.0018093314092840918,60.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,증상,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.001154017156443509,0.002950687275940282,0.001796670119496773,155.68833699438358,0.001796670119496773,61.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,유권자,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0015185679164391238,0.0033013521242349136,0.0017827842077957898,117.39904343404174,0.0017827842077957898,62.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,표심,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0004618679090238936,0.0022413913991248475,0.0017795234901009538,385.2884028816331,0.0017795234901009538,63.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,물량,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0016771504278022922,0.0034350733365269112,0.001757922908724619,104.81605463549084,0.001757922908724619,64.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,종부세,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0006978155308735146,0.00244193046435297,0.0017441149334794554,249.93925418888279,0.0017441149334794554,65.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,의미,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.008636535080440851,0.0068998687626786155,-0.0017366663177622354,-20.10836871021645,0.0017366663177622354,66.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,아세안,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00230397023243455,0.0005805341219537228,-0.0017234361104808272,-74.80288096690006,0.0017234361104808272,67.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,일상,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.001989366316479262,0.0037123814202224717,0.0017230151037432098,86.6112535167764,0.0017230151037432098,68.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,전세,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.000977557883190741,0.0026944361222140914,0.0017168782390233504,175.6293175621963,0.0017168782390233504,69.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,손학규,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.002155403338083215,0.0004416046150268601,-0.0017137987230563547,-79.51174115654956,0.0017137987230563547,70.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,미세,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0028056933618652745,0.001095199048148678,-0.0017104943137165964,-60.965119601645625,0.0017104943137165964,71.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,당선자,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0006108412365249508,0.0023185077657422557,0.001707666529217305,279.55979837447546,0.001707666529217305,72.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,보궐,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00035495969446686977,0.0020447357307737607,0.001689776036306891,476.04729850943863,0.001689776036306891,73.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,착용,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0008798262033315606,0.002563546121312708,0.0016837199179811474,191.36960363371233,0.0016837199179811474,74.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,청산,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.002640270212122156,0.0009580770570120858,-0.00168219315511007,-63.71291648054396,0.00168219315511007,75.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,의료진,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0010004077947765222,0.002681593246815501,0.001681185452038979,168.05001528547,0.001681185452038979,76.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,산업,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.012223357226628902,0.01055657525915548,-0.0016667819674734217,-13.636040709358422,0.0016667819674734217,77.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,보궐선거,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0003545576789625537,0.002012456956219831,0.0016578992772572773,467.5964943442601,0.0016578992772572773,78.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,노조,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.005215984099500399,0.00355850139611512,-0.0016574827033852793,-31.776989188752268,0.0016574827033852793,79.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,사법부,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00273436930225373,0.0010908007983526952,-0.0016435685039010346,-60.10777339207135,0.0016435685039010346,80.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,검사장,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0011321151892929723,0.0027755413396764027,0.0016434261503834304,145.16421702722508,0.0016434261503834304,81.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,대표단,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.002329460640587133,0.0007116478605249621,-0.0016178127800621708,-69.45010153313457,0.0016178127800621708,82.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,의료,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0038019832505117256,0.0053971307845769945,0.0015951475340652689,41.95566968504059,0.0015951475340652689,83.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,선대,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00030503176525866914,0.0018860098080047817,0.0015809780427461124,518.2994765825231,0.0015809780427461124,84.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,교육,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.012424053717602856,0.010843118874856941,-0.0015809348427459156,-12.724790786327564,0.0015809348427459156,85.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,당원,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0016465634889229765,0.003219341537060308,0.0015727780481373313,95.51882200218658,0.0015727780481373313,86.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,개편,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.005209996007536035,0.003641050206994557,-0.0015689458005414777,-30.11414592779083,0.0015689458005414777,87.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,공공,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.004758283357218728,0.006323972717471661,0.0015656893602529328,32.90450027272223,0.0015656893602529328,88.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,김상조,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.002096262428504508,0.0005421428637431723,-0.0015541195647613359,-74.13764343761379,0.0015541195647613359,89.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,북측,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00244556874496861,0.0008975776327957879,-0.0015479911121728223,-63.2977958749915,0.0015479911121728223,90.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,토지,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0012934636384850015,0.0028389440152729066,0.001545480376787905,119.48386725413354,0.001545480376787905,91.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,임대차,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00047337786823175833,0.002015610525901186,0.0015422326576694277,325.79314775112704,0.0015422326576694277,92.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,인플레이션,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0003864818748938228,0.001923779176669571,0.001537297301775748,397.7669851136191,0.001537297301775748,93.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,기무사,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0016152055323292486,8.040788499287215e-05,-0.0015347976473363764,-95.02181713822402,0.0015347976473363764,94.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,전염병,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00029337512753634695,0.0018075182479391414,0.0015141431204027944,516.1116189766985,0.0015141431204027944,95.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,한국판,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0003083738339114618,0.0018155197087195952,0.0015071458748081334,488.73986994657105,0.0015071458748081334,96.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,매입,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.001418565536346598,0.0029145770005833097,0.0014960114642367116,105.45945364565739,0.0014960114642367116,97.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,핵무기,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0026289244546345686,0.001142949071463401,-0.0014859753831711676,-56.52408080998753,0.0014859753831711676,98.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,직원,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.0071109038785724344,0.00858807770877783,0.001477173830205395,20.773362366163052,0.001477173830205395,99.0
covid_period_shift,문재인 후기에서 추가 강화된 코로나 이후 변화,감사원장,moon_pre_covid_2017_2019,moon_post_covid_2020_2022,0.00021356433097705318,0.0016859571202117916,0.0014723927892347384,689.4375959218314,0.0014723927892347384,100.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,코로나,park_2013_2017,moon_post_covid_2020_2022,1.7665242169960464e-05,0.06464793298768212,0.06463026774551216,365861.20429990574,0.06463026774551216,1.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,확진자,park_2013_2017,moon_post_covid_2020_2022,0.0002518606336307646,0.015937512699966346,0.01568565206633558,6227.909395849146,0.01568565206633558,2.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,방역,park_2013_2017,moon_post_covid_2020_2022,0.0004912421796009227,0.013675335810072999,0.013184093630472076,2683.8276878387405,0.013184093630472076,3.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,접종,park_2013_2017,moon_post_covid_2020_2022,0.00023911020330230168,0.011654536739322912,0.011415426536020611,4774.127736233967,0.011415426536020611,4.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,플랫폼,park_2013_2017,moon_post_covid_2020_2022,0.0012044311410532177,0.008149315915759622,0.006944884774706404,576.6111932836137,0.006944884774706404,5.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,주택,park_2013_2017,moon_post_covid_2020_2022,0.005244714154756026,0.011448856962333016,0.00620414280757699,118.29324963212595,0.00620414280757699,6.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,디지털,park_2013_2017,moon_post_covid_2020_2022,0.002162695210632167,0.00801827970336797,0.005855584492735802,270.7540324660073,0.005855584492735802,7.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,연금,park_2013_2017,moon_post_covid_2020_2022,0.008080104815626333,0.0023995752599604236,-0.005680529555665909,-70.3026716272316,0.005680529555665909,8.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,개혁,park_2013_2017,moon_post_covid_2020_2022,0.011079613894300143,0.006045443771475061,-0.005034170122825082,-45.436331724654124,0.005034170122825082,9.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,소상공인,park_2013_2017,moon_post_covid_2020_2022,0.0006135972919134744,0.00500223554132938,0.004388638249415905,715.2310330005112,0.004388638249415905,10.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,정책,park_2013_2017,moon_post_covid_2020_2022,0.013200209283118231,0.017086387943850128,0.003886178660731897,29.440280660564504,0.003886178660731897,11.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,뉴딜,park_2013_2017,moon_post_covid_2020_2022,0.00012721425799848678,0.003709953885156961,0.003582739627158474,2816.3035209473856,0.003582739627158474,12.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,공정,park_2013_2017,moon_post_covid_2020_2022,0.003443413071049119,0.006982175708012078,0.003538762636962959,102.76904234102793,0.003538762636962959,13.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,감염병,park_2013_2017,moon_post_covid_2020_2022,0.0005962037389923432,0.0040998439222387035,0.0035036401832463605,587.6582037489295,0.0035036401832463605,14.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,팬데믹,park_2013_2017,moon_post_covid_2020_2022,2.039093932090927e-06,0.0033957763149397753,0.0033937372210076843,166433.58933090832,0.0033937372210076843,15.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,데이터,park_2013_2017,moon_post_covid_2020_2022,0.001838674100332713,0.0048866210597907755,0.0030479469594580626,165.76874384136528,0.0030479469594580626,16.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,교육,park_2013_2017,moon_post_covid_2020_2022,0.013630383379805608,0.010843118874856941,-0.0027872645049486673,-20.44890761530743,0.0027872645049486673,17.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,인공지능,park_2013_2017,moon_post_covid_2020_2022,0.001118181221771777,0.0038635685267504774,0.0027453873049787005,245.5225728642257,0.0027453873049787005,18.0
